make,model,tran_type,eng_size_l,cyls,trans,fuel,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb_lp100k,fuel_cons_comb_mpg,co2_emit,veh_class
FIAT,500 ABARTH CABRIO,A6,1.4,4,A,X,9.6,7.3,8.6,33,198,5
FIAT,500 ABARTH CABRIO,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500 ABARTH HATCHBACK,A6,1.4,4,A,X,9.6,7.3,8.6,33,198,5
FIAT,500 ABARTH HATCHBACK,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500L,A6,1.4,4,A,X,10.6,7.8,9.4,30,216,8
FIAT,500L,AM6,1.4,4,A,X,9.9,7.2,8.7,32,200,8
FIAT,500L,M6,1.4,4,M,X,9.3,7.1,8.3,34,191,8
FORD,C-MAX HYBRID,AV,2,4,A,X,5.6,6.4,6,47,138,7
FORD,EDGE,AS6,2,4,A,X,11.5,7.8,9.8,29,225,2
FORD,EDGE (Start/Stop),AS6,2,4,A,X,11.3,7.9,9.8,29,225,2
FORD,EDGE,AS6,3.5,6,A,X,13.2,9,11.3,25,260,2
FORD,EDGE AWD,AS6,2,4,A,X,11.8,8.4,10.3,27,237,2
FORD,EDGE AWD,AS6,3.5,6,A,X,13.7,9.6,11.8,24,271,2
FORD,EDGE SPORT AWD,AS6,2.7,6,A,X,13.6,9.8,11.9,24,274,2
FORD,ESCAPE,AS6,1.6,4,A,X,10.4,7.4,9,31,207,2
FORD,ESCAPE,AS6,2,4,A,X,10.9,8,9.6,29,221,2
FORD,ESCAPE,AS6,2.5,4,A,X,10.9,7.6,9.5,30,218,2
FORD,ESCAPE AWD,AS6,1.6,4,A,X,10.6,8,9.4,30,216,2
FORD,ESCAPE AWD,AS6,2,4,A,X,11.4,8.4,10.1,28,232,2
FORD,EXPEDITION 4X4,AS6,3.5,6,A,X,16.2,11.8,14.2,20,327,9
FORD,EXPEDITION MAX 4X4,AS6,3.5,6,A,X,16.4,12,14.4,20,331,9
FORD,EXPLORER,A6,2,4,A,X,11.9,8.5,10.4,27,239,9
FORD,EXPLORER FFV,AS6,3.5,6,A,X,13.7,9.7,11.9,24,274,9
FORD,EXPLORER FFV,AS6,3.5,6,A,E,18.6,13,16.1,18,258,9
FORD,EXPLORER AWD (EcoBoost),AS6,3.5,6,A,X,14.9,10.7,13,22,299,9
FORD,EXPLORER FFV AWD,AS6,3.5,6,A,X,14.2,10.3,12.5,23,288,9
FORD,EXPLORER FFV AWD,AS6,3.5,6,A,E,19.2,14.1,16.9,17,270,9
FORD,F-150,AS6,2.7,6,A,X,12.2,9.2,10.8,26,248,12
FORD,F-150,AS6,3.5,6,A,X,13.7,9.9,12,24,276,12
FORD,F-150 FFV,A6,3.5,6,A,X,13.2,9.6,11.5,25,264,12
FORD,F-150 FFV,A6,3.5,6,A,E,17.9,13,15.7,18,251,12
FORD,F-150 FFV,AS6,5,8,A,X,15.5,10.6,13.3,21,306,12
FORD,F-150 FFV,AS6,5,8,A,E,20.7,14.3,17.9,16,286,12
FORD,F-150 4X4,AS6,2.7,6,A,X,13.3,10.4,12,24,276,12
FORD,F-150 4X4,AS6,3.5,6,A,X,14.2,10.4,12.5,23,288,12
FORD,F-150 FFV 4X4,A6,3.5,6,A,X,13.9,10.5,12.4,23,285,12
FORD,F-150 FFV 4X4,A6,3.5,6,A,E,18.9,14.2,16.8,17,269,12
FORD,F-150 FFV 4X4,AS6,5,8,A,X,16,11.3,13.9,20,320,12
FORD,F-150 FFV 4X4,AS6,5,8,A,E,21.7,15.1,18.7,15,299,12
FORD,FIESTA,AS6,1.6,4,A,X,8.7,6.4,7.6,37,175,6
FORD,FIESTA,M5,1.6,4,M,X,8.5,6.5,7.6,37,175,6
FORD,FIESTA SFE,M5,1,3,M,X,7.5,5.5,6.6,43,152,6
FORD,FIESTA SFE,AS6,1.6,4,A,X,8.4,6.2,7.4,38,170,6
FORD,FIESTA ST,M6,1.6,4,M,X,8.9,6.8,8,35,184,6
FORD,FLEX,AS6,3.5,6,A,X,13.3,9.5,11.6,24,267,9
FORD,FLEX AWD,AS6,3.5,6,A,X,13.7,10.1,12.1,23,278,9
FORD,FLEX AWD (EcoBoost),AS6,3.5,6,A,X,14.6,10.4,12.8,22,294,9
FORD,FOCUS,M6,1,3,M,X,8.1,5.9,7.1,40,163,1
FORD,FOCUS,M6,2,4,M,X,10.2,7.3,8.9,32,205,1
FORD,FOCUS FFV,AM6,2,4,A,X,8.9,6.2,7.7,37,177,1
FORD,FOCUS FFV,AM6,2,4,A,E,11.9,8.5,10.4,27,166,1
FORD,FOCUS FFV,AS6,2,4,A,X,9.1,6.3,7.8,36,179,1
FORD,FOCUS FFV,AS6,2,4,A,E,12.2,8.6,10.6,27,170,1
FORD,FOCUS FFV,M5,2,4,M,X,9.3,6.7,8.1,35,186,1
FORD,FOCUS FFV,M5,2,4,M,E,12.4,9.1,10.9,26,174,1
FORD,FUSION,AS6,1.5,4,A,X,9.9,6.5,8.4,34,193,3
FORD,FUSION (Start/Stop),AS6,1.5,4,A,X,9.4,6.3,8,35,184,3
FORD,FUSION,AS6,2,4,A,X,10.5,7,8.9,32,205,3
FORD,FUSION,AS6,2.5,4,A,X,10.6,7,8.9,32,205,3
FORD,FUSION AWD,AS6,2,4,A,X,10.8,7.5,9.3,30,214,3
FORD,FUSION HYBRID,AV,2,4,A,X,5.4,5.8,5.5,51,126,3
FORD,MUSTANG,AS6,2.3,4,A,X,11,7.4,9.4,30,216,6
FORD,MUSTANG,M6,2.3,4,M,X,10.6,7.5,9.2,31,212,6
FORD,MUSTANG,AS6,3.7,6,A,X,12.6,8.5,10.7,26,246,6
FORD,MUSTANG,M6,3.7,6,M,X,13.5,8.3,11.2,25,258,6
FORD,MUSTANG,AS6,5,8,A,X,14.9,9.5,12.4,23,285,6
FORD,MUSTANG,M6,5,8,M,X,15.2,9.3,12.5,23,288,6
FORD,MUSTANG CONVERTIBLE,AS6,2.3,4,A,X,11.6,7.9,9.9,29,228,6
FORD,MUSTANG CONVERTIBLE,AS6,5,8,A,X,15.4,10,13,22,299,6
FORD,T-150 WAGON,AS6,3.5,6,A,X,16.6,12.5,14.7,19,338,10
FORD,T-150 WAGON FFV,AS6,3.7,6,A,X,16.6,12.6,14.8,19,340,10
FORD,T-150 WAGON FFV,AS6,3.7,6,A,E,22.1,16.7,19.7,14,315,10
FORD,TAURUS,AS6,2,4,A,X,10.5,7.4,9.1,31,209,7
FORD,TAURUS AWD,AS6,3.5,6,A,X,13.9,9.5,11.9,24,274,7
FORD,TAURUS FFV,AS6,3.5,6,A,X,12.2,8.2,10.4,27,239,7
FORD,TAURUS FFV,AS6,3.5,6,A,E,17.4,11.3,14.7,19,235,7
FORD,TAURUS FFV AWD,AS6,3.5,6,A,X,13,9.1,11.3,25,260,7
FORD,TAURUS FFV AWD,AS6,3.5,6,A,E,18.8,12.6,16,18,256,7
FORD,TRANSIT CONNECT VAN,AS6,1.6,4,A,X,10.6,7.9,9.4,30,216,14
FORD,TRANSIT CONNECT VAN,AS6,2.5,4,A,X,11.3,8.2,9.9,29,228,14
FORD,TRANSIT CONNECT WAGON,AS6,2.5,4,A,X,11.7,8.4,10.2,28,235,14
FORD,TRANSIT CONNECT WAGON TAXI,AS6,2.5,4,A,X,12,8.5,10.4,27,239,14
GMC,ACADIA,A6,3.6,6,A,X,14.2,9.9,12.3,23,283,9
GMC,ACADIA AWD,A6,3.6,6,A,X,14.6,10.2,12.6,22,290,9
GMC,CANYON,A6,2.5,4,A,X,11.9,8.8,10.5,27,242,16
GMC,CANYON,M6,2.5,4,M,X,12.2,9.1,10.8,26,248,16
GMC,CANYON,A6,3.6,6,A,X,13,9.2,11.3,25,260,16
GMC,CANYON 4WD,A6,2.5,4,A,X,12.7,9.5,11.3,25,260,16
GMC,CANYON 4WD,A6,3.6,6,A,X,13.5,9.8,11.8,24,271,16
GMC,SAVANA 2500 PASSENGER,A6,4.8,8,A,X,21,14.2,18,16,414,10
GMC,SAVANA 2500 PASSENGER,A6,6,8,A,X,22,14.9,18.8,15,432,10
GMC,SAVANA 2500 PASSENGER FFV,A6,6,8,A,X,22,14.9,18.8,15,432,10
GMC,SAVANA 2500 PASSENGER FFV,A6,6,8,A,E,30.3,20.5,25.9,11,414,10
GMC,SAVANA 3500 PASSENGER,A6,4.8,8,A,X,21.3,14.3,18.1,16,416,10
GMC,SAVANA 3500 PASSENGER,A6,6,8,A,X,22.2,15.1,19,15,437,10
GMC,SAVANA 3500 PASSENGER FFV,A6,6,8,A,X,22.2,15.1,19,15,437,10
GMC,SAVANA 3500 PASSENGER FFV,A6,6,8,A,E,30.6,20.6,26.1,11,418,10
GMC,SIERRA,A6,4.3,6,A,X,13.4,9.9,11.9,24,274,12
GMC,SIERRA,A6,4.3,6,A,E,19.3,14.3,17.1,17,274,12
GMC,SIERRA,A6,5.3,8,A,X,14.6,10.3,12.7,22,292,12
GMC,SIERRA,A6,5.3,8,A,E,19.9,13.8,17.2,16,275,12
GMC,SIERRA,A8,6.2,8,A,Z,16.1,11.4,14,20,322,12
GMC,SIERRA 4WD,A6,4.3,6,A,X,14.1,10.6,12.5,23,288,12
GMC,SIERRA 4WD,A6,4.3,6,A,E,20.3,15.2,18,16,288,12
GMC,SIERRA 4WD,A6,5.3,8,A,X,14.9,10.7,13,22,299,12
GMC,SIERRA 4WD,A6,5.3,8,A,E,20.2,14.3,17.5,16,280,12
GMC,SIERRA 4WD,A8,6.2,8,A,Z,16.3,11.6,14.2,20,327,12
GMC,TERRAIN,A6,2.4,4,A,X,10.5,7.3,9.1,31,209,2
GMC,TERRAIN FFV,A6,2.4,4,A,X,10.5,7.3,9.1,31,209,2
GMC,TERRAIN FFV,A6,2.4,4,A,E,15.6,10.8,13.4,21,214,2
GMC,TERRAIN,A6,3.6,6,A,X,14.2,9.5,12.1,23,278,2
GMC,TERRAIN AWD,A6,2.4,4,A,X,11.5,8.2,10,28,230,2
GMC,TERRAIN AWD,A6,3.6,6,A,X,14.8,9.9,12.6,22,290,2
GMC,YUKON,A6,5.3,8,A,X,14.9,10.1,12.7,22,292,9
GMC,YUKON,A6,5.3,8,A,E,20.2,13.6,17.2,16,275,9
GMC,YUKON 4WD,A6,5.3,8,A,X,15.1,10.4,13,22,299,9
GMC,YUKON 4WD,A6,5.3,8,A,E,20.5,14,17.6,16,282,9
GMC,YUKON DENALI 4WD,A6,6.2,8,A,Z,16.2,11.4,14,20,322,9
GMC,YUKON DENALI 4WD,A8,6.2,8,A,Z,15.9,11.1,13.8,20,317,9
GMC,YUKON XL,A6,5.3,8,A,X,14.9,10.1,12.7,22,292,9
GMC,YUKON XL,A6,5.3,8,A,E,20.2,13.6,17.2,16,275,9
GMC,YUKON XL 4WD,A6,5.3,8,A,X,15.4,10.8,13.3,21,306,9
GMC,YUKON XL 4WD,A6,5.3,8,A,E,22.1,15.4,19.1,15,306,9
GMC,YUKON XL DENALI 4WD,A6,6.2,8,A,Z,16.8,11.7,14.5,19,334,9
GMC,YUKON XL DENALI 4WD,A8,6.2,8,A,Z,16.4,11.7,14.3,20,329,9
HONDA,ACCORD,AV,2.4,4,A,X,8.8,6.5,7.8,36,179,3
HONDA,ACCORD,AV7,2.4,4,A,X,9,6.7,8,35,184,3
HONDA,ACCORD,M6,2.4,4,M,X,10.1,6.9,8.7,32,200,3
HONDA,ACCORD,A6,3.5,6,A,X,11,6.8,9.1,31,209,3
HONDA,ACCORD,AS6,3.5,6,A,X,11.4,7.3,9.5,30,219,3
HONDA,ACCORD,M6,3.5,6,M,X,13,8.4,10.9,26,251,3
HONDA,ACCORD HYBRID,AV,2,4,A,X,4.7,5.3,5,56,115,3
HONDA,CIVIC,AV,1.8,4,A,X,7.9,6.1,7.1,40,163,1
HONDA,CIVIC,AV7,1.8,4,A,X,8.1,6.2,7.2,39,166,1
HONDA,CIVIC,M5,1.8,4,M,X,8.6,6.6,7.7,37,177,1
HONDA,CIVIC Si,M6,2.4,4,M,Z,10.8,7.6,9.4,30,216,1
HONDA,CIVIC HYBRID,AV,1.5,4,A,X,5.3,5,5.2,54,120,1
HONDA,CR-V,AV,2.4,4,A,X,8.6,6.9,7.8,36,179,2
HONDA,CR-V AWD,AV,2.4,4,A,X,9.1,7.2,8.3,34,191,2
HONDA,CR-Z,AV7,1.5,4,A,X,6.6,6,6.3,45,145,4
HONDA,CR-Z,M6,1.5,4,M,X,7.6,6.1,6.9,41,159,4
HONDA,FIT,AV,1.5,4,A,X,7,5.7,6.4,44,147,8
HONDA,FIT,AV7,1.5,4,A,X,7.3,6.1,6.8,42,156,8
HONDA,FIT,M6,1.5,4,M,X,8.1,6.4,7.3,39,168,8
HONDA,ODYSSEY,A6,3.5,6,A,X,12.3,8.5,10.6,27,244,13
HONDA,PILOT,A5,3.5,6,A,X,13.3,9.3,11.5,25,264,2
HONDA,PILOT 4WD,A5,3.5,6,A,X,13.8,9.7,12,24,276,2
HYUNDAI,ACCENT,AS6,1.6,4,A,X,8.9,6.3,7.7,37,177,1
HYUNDAI,ACCENT,M6,1.6,4,M,X,8.7,6.3,7.6,37,175,1
HYUNDAI,ELANTRA,AS6,1.8,4,A,X,8.5,6.3,7.5,38,172,3
HYUNDAI,ELANTRA,M6,1.8,4,M,X,8.8,6.4,7.7,37,177,3
HYUNDAI,ELANTRA,AS6,2,4,A,X,9.7,6.7,8.3,34,191,3
HYUNDAI,ELANTRA,M6,2,4,M,X,9.8,7,8.5,33,196,3
HYUNDAI,ELANTRA COUPE,AS6,2,4,A,X,9.6,6.8,8.3,34,191,3
HYUNDAI,ELANTRA COUPE,M6,2,4,M,X,9.7,6.7,8.3,34,191,3
HYUNDAI,ELANTRA GT,AS6,2,4,A,X,9.7,7.2,8.6,33,198,3
HYUNDAI,ELANTRA GT,M6,2,4,M,X,9.8,6.9,8.5,33,196,3
HYUNDAI,EQUUS,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
HYUNDAI,GENESIS AWD,AS8,3.8,6,A,X,14.4,9.4,12.1,23,278,7
HYUNDAI,GENESIS AWD,AS8,5,8,A,Z,17.3,10.5,14.2,20,327,7
HYUNDAI,GENESIS COUPE,AS8,3.8,6,A,Z,14.6,9.6,12.3,23,283,6
HYUNDAI,GENESIS COUPE,M6,3.8,6,M,Z,14.4,9.9,12.4,23,285,6
HYUNDAI,SANTA FE,AS6,3.3,6,A,X,12.9,9.4,11.3,25,260,2
HYUNDAI,SANTA FE AWD,AS6,3.3,6,A,X,13,9.7,11.5,25,264,2
HYUNDAI,SANTA FE SPORT,AS6,2.4,4,A,X,11.7,8.7,10.3,27,237,2
HYUNDAI,SANTA FE SPORT AWD,AS6,2,4,A,X,12.9,9.8,11.5,25,264,2
HYUNDAI,SANTA FE SPORT AWD,AS6,2.4,4,A,X,12.5,9.3,11.1,25,255,2
HYUNDAI,SANTA FE ULTIMATE AWD,AS6,3.3,6,A,X,13.9,10.8,12.5,23,287,2
HYUNDAI,SONATA,AS6,2,4,A,X,10.4,7.4,9.1,31,209,7
HYUNDAI,SONATA,AS6,2.4,4,A,X,9.8,6.7,8.4,34,193,7
HYUNDAI,SONATA SPORT/LIMITED,AS6,2.4,4,A,X,9.8,6.7,8.4,34,193,7
HYUNDAI,SONATA HYBRID,AS6,2.4,4,A,X,6.6,5.9,6.3,45,145,3
HYUNDAI,SONATA HYBRID LIMITED,AS6,2.4,4,A,X,6.6,5.9,6.3,45,145,3
HYUNDAI,TUCSON,AS6,2,4,A,X,10.2,8.2,9.3,30,214,2
HYUNDAI,TUCSON,M6,2,4,M,X,11.4,8.5,10.1,28,232,2
HYUNDAI,TUCSON,AS6,2.4,4,A,X,11.3,8.3,10,28,230,2
HYUNDAI,TUCSON AWD,AS6,2,4,A,X,11.4,9.3,10.4,27,239,2
HYUNDAI,TUCSON AWD,AS6,2.4,4,A,X,11.6,9.3,10.6,27,244,2
HYUNDAI,VELOSTER,AM6,1.6,4,A,X,8.6,6.6,7.7,37,177,1
HYUNDAI,VELOSTER,M6,1.6,4,M,X,9,6.7,8,35,184,1
HYUNDAI,VELOSTER TURBO,AS6,1.6,4,A,X,9.9,7.6,8.8,32,202,1
HYUNDAI,VELOSTER TURBO,M6,1.6,4,M,X,9.7,7,8.5,33,196,1
INFINITI,Q50,AS7,3.7,6,A,Z,12,8.1,10.3,27,237,3
INFINITI,Q50 AWD,AS7,3.7,6,A,Z,12.5,8.7,10.8,26,248,3
INFINITI,Q50 HYBRID,AS7,3.5,6,A,Z,8.2,6.7,7.5,38,172,1
INFINITI,Q50 HYBRID AWD,AS7,3.5,6,A,Z,8.7,7.5,8.2,34,189,1
INFINITI,Q60,AS7,3.7,6,A,Z,12.4,8.7,10.7,26,246,6
INFINITI,Q60,M6,3.7,6,M,Z,13.6,9.3,11.6,24,267,6
INFINITI,Q60 AWD,AS7,3.7,6,A,Z,13.3,9.4,11.5,25,264,6
INFINITI,Q60 CONVERTIBLE,AS7,3.7,6,A,Z,13.6,9.3,11.7,24,269,6
INFINITI,Q60 CONVERTIBLE,M6,3.7,6,M,Z,14.3,9.8,12.3,23,283,6
INFINITI,Q70,AS7,3.7,6,A,Z,12.8,8.9,11,26,253,3
INFINITI,Q70,AS7,5.6,8,A,Z,14.8,9.5,12.4,23,285,3
INFINITI,Q70 AWD,AS7,3.7,6,A,Z,13.2,9.6,11.6,24,267,3
INFINITI,Q70 AWD,AS7,5.6,8,A,Z,15,10.2,12.9,22,297,3
INFINITI,Q70 HYBRID,AS7,3.5,6,A,Z,8,6.9,7.5,38,172,3
INFINITI,QX50 AWD,AS7,3.7,6,A,Z,13.7,9.7,11.9,24,274,8
INFINITI,QX60,AV7,3.5,6,A,Z,11.4,8.5,10.1,28,232,2
INFINITI,QX60 AWD,AV7,3.5,6,A,Z,12.2,8.9,10.7,26,246,2
INFINITI,QX60 HYBRID AWD,AV7,2.5,4,A,X,8.9,8.4,8.7,32,200,9
INFINITI,QX70 AWD,AS7,3.7,6,A,Z,14.6,10.7,12.8,22,294,2
INFINITI,QX80 4WD,AS7,5.6,8,A,Z,16.9,11.9,14.7,19,338,9
JAGUAR,F-TYPE CONVERTIBLE,AS8,3,6,A,Z,11.8,8.4,10.3,27,237,4
JAGUAR,F-TYPE COUPE,AS8,3,6,A,Z,11.8,8.4,10.3,27,237,4
JAGUAR,F-TYPE S CONVERTIBLE,AS8,3,6,A,Z,12.2,8.7,10.6,27,244,4
JAGUAR,F-TYPE S COUPE,AS8,3,6,A,Z,12.2,8.7,10.6,27,244,4
JAGUAR,F-TYPE V8 R COUPE,AS8,5,8,A,Z,15,10.2,12.8,22,294,4
JAGUAR,F-TYPE V8 S CONVERTIBLE,AS8,5,8,A,Z,15,10.2,12.8,22,294,4
JAGUAR,XF,AS8,2,4,A,Z,12.3,8.2,10.5,27,242,3
JAGUAR,XF AWD,AS8,3,6,A,Z,13.9,8.8,11.6,24,267,3
JAGUAR,XFR,AS8,5,8,A,Z,15.7,10.3,13.2,21,304,3
JAGUAR,XFR,AS8,5,8,A,E,21.3,14.1,18.1,16,290,3
JAGUAR,XFR-S,AS8,5,8,A,Z,15.7,10.3,13.2,21,304,3
JAGUAR,XJ AWD,AS8,3,6,A,Z,14.6,9.6,12.4,23,285,7
JAGUAR,XJ SUPERCHARGED,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJ SUPERCHARGED,AS8,5,8,A,E,20.6,13.6,17.5,16,280,7
JAGUAR,XJL AWD PORTFOLIO,AS8,3,6,A,Z,14.7,9.6,12.5,23,288,7
JAGUAR,XJL SUPERCHARGED,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJL SUPERCHARGED,AS8,5,8,A,E,20.6,13.6,17.5,16,280,7
JAGUAR,XJR,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJR LWB,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XKR CONVERTIBLE,AS6,5,8,A,Z,15.9,10.9,13.6,21,313,5
JAGUAR,XKR COUPE,AS6,5,8,A,Z,15.6,10.9,13.4,21,308,5
JAGUAR,XKR-S CONVERTIBLE,AS6,5,8,A,Z,15.9,10.9,13.6,21,313,5
JAGUAR,XKR-S COUPE,AS6,5,8,A,Z,15.6,10.9,13.4,21,308,5
JEEP,CHEROKEE,A9,2.4,4,A,X,10.9,7.7,9.5,30,218,2
JEEP,CHEROKEE FFV,A9,2.4,4,A,X,10.9,7.7,9.5,30,218,2
JEEP,CHEROKEE FFV,A9,2.4,4,A,E,15.2,10.2,12.9,22,206,2
JEEP,CHEROKEE,A9,3.2,6,A,X,11.4,8.1,9.9,29,228,2
JEEP,CHEROKEE 4X4,A9,2.4,4,A,X,11.3,8.3,10,28,230,2
JEEP,CHEROKEE 4X4 FFV,A9,2.4,4,A,X,11.3,8.3,10,28,230,2
JEEP,CHEROKEE 4X4 FFV,A9,2.4,4,A,E,15.9,11,13.7,21,219,2
JEEP,CHEROKEE 4X4,A9,3.2,6,A,X,11.6,8.5,10.2,28,235,2
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,A9,2.4,4,A,X,11.4,8.6,10.1,28,232,2
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,A9,3.2,6,A,X,12.6,8.9,10.9,26,251,2
JEEP,CHEROKEE TRAILHAWK 4X4,A9,2.4,4,A,X,12.1,9.4,10.9,26,251,2
JEEP,CHEROKEE TRAILHAWK 4X4,A9,3.2,6,A,X,12.2,9,10.8,26,248,2
JEEP,COMPASS,AV,2,4,A,X,10.7,8.8,9.9,29,228,2
JEEP,COMPASS,M5,2,4,M,X,10.2,7.8,9.2,31,212,2
JEEP,COMPASS,A6,2.4,4,A,X,11.2,8.6,10,28,230,2
JEEP,COMPASS,M5,2.4,4,M,X,10.2,8.2,9.3,30,214,2
JEEP,COMPASS 4X4,A6,2.4,4,A,X,11.4,8.7,10.2,28,235,2
JEEP,COMPASS 4X4,M5,2.4,4,M,X,10.6,8.6,9.7,29,223,2
JEEP,COMPASS 4X4 TRAIL RATED,AV,2.4,4,A,X,11.7,10.3,11.1,25,255,2
JEEP,GRAND CHEROKEE 4X4 DIESEL,A8,3,6,A,D,11.2,8.4,9.9,29,267,9
JEEP,GRAND CHEROKEE 4X4 FFV,A8,3.6,6,A,X,13.9,9.8,12.1,23,278,9
JEEP,GRAND CHEROKEE 4X4 FFV,A8,3.6,6,A,E,17.7,13,15.6,18,250,9
JEEP,GRAND CHEROKEE 4X4 (MDS),A8,5.7,8,A,X,17.3,11.5,14.7,19,338,9
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),A8,6.4,8,A,Z,18.5,12.6,15.8,18,363,9
JEEP,PATRIOT,AV,2,4,A,X,10.7,8.8,9.9,29,228,2
JEEP,PATRIOT,M5,2,4,M,X,10.2,7.8,9.2,31,212,2
JEEP,PATRIOT,A6,2.4,4,A,X,11.2,8.6,10,28,230,2
JEEP,PATRIOT,M5,2.4,4,M,X,10.2,8.2,9.3,30,214,2
JEEP,PATRIOT 4X4,A6,2.4,4,A,X,11.4,8.7,10.2,28,235,2
JEEP,PATRIOT 4X4,M5,2.4,4,M,X,10.6,8.6,9.7,29,223,2
JEEP,PATRIOT 4X4 TRAIL RATED,AV,2.4,4,A,X,11.7,10.3,11.1,25,255,2
JEEP,RENEGADE,M6,1.4,4,M,X,9.9,7.5,8.8,32,202,2
JEEP,RENEGADE FFV,A9,2.4,4,A,X,10.8,7.7,9.4,30,216,2
JEEP,RENEGADE FFV,A9,2.4,4,A,E,14.2,9.9,12.2,23,195,2
JEEP,RENEGADE 4X4,M6,1.4,4,M,X,9.9,7.5,8.8,32,202,2
JEEP,RENEGADE 4X4,A9,2.4,4,A,X,11.2,8,9.8,29,225,2
JEEP,WRANGLER 4X4,A5,3.6,6,A,X,14.1,11.1,12.8,22,294,2
JEEP,WRANGLER 4X4,M6,3.6,6,M,X,14.2,11,12.8,22,294,2
JEEP,WRANGLER UNLIMITED 4X4,A5,3.6,6,A,X,14.8,11.7,13.4,21,308,2
JEEP,WRANGLER UNLIMITED 4X4,M6,3.6,6,M,X,15,11.4,13.4,21,308,2
KIA,CADENZA,AS6,3.3,6,A,X,12.7,8.4,10.7,26,246,7
KIA,FORTE,AS6,1.8,4,A,X,8.8,6.1,7.6,37,175,3
KIA,FORTE,M6,1.8,4,M,X,9.3,6.3,7.9,36,182,3
KIA,FORTE,AS6,2,4,A,X,9.7,6.7,8.3,34,191,3
KIA,FORTE,M6,2,4,M,X,9.8,6.9,8.5,33,196,3
KIA,FORTE 5,AS6,1.6,4,A,X,11.1,8,9.7,29,223,7
KIA,FORTE 5,M6,1.6,4,M,X,11.1,8.2,9.8,29,225,7
KIA,FORTE 5,AS6,2,4,A,X,9.5,7.2,8.5,33,196,7
KIA,FORTE 5,M6,2,4,M,X,9.7,6.9,8.4,34,193,7
KIA,FORTE KOUP,AS6,1.6,4,A,X,10.6,7.8,9.4,30,216,1
KIA,FORTE KOUP,M6,1.6,4,M,X,10.8,8.1,9.6,29,221,1
KIA,FORTE KOUP,AS6,2,4,A,X,9.7,7.1,8.6,33,198,1
KIA,FORTE KOUP,M6,2,4,M,X,10,7.4,8.8,32,202,1
KIA,K900,AS8,3.8,6,A,X,13.3,8.9,11.3,25,260,7
KIA,K900,AS8,5,8,A,Z,15.7,10.3,13.3,21,306,7
KIA,OPTIMA,AS6,2,4,A,X,11.7,7.7,9.9,29,228,3
KIA,OPTIMA,AS6,2.4,4,A,X,10.2,6.9,8.7,32,200,3
KIA,OPTIMA HYBRID,AS6,2.4,4,A,X,6.6,5.9,6.3,45,145,3
KIA,OPTIMA HYBRID EX,AS6,2.4,4,A,X,6.7,6.1,6.4,44,147,3
KIA,RIO,AS6,1.6,4,A,X,8.8,6.3,7.7,37,177,1
KIA,RIO,M6,1.6,4,M,X,8.7,6.4,7.7,37,177,1
KIA,RIO ECO,AS6,1.6,4,A,X,8.5,6.3,7.6,37,175,1
KIA,RONDO,AS6,2,4,A,X,10.6,7.6,9.3,30,214,15
KIA,RONDO,M6,2,4,M,X,10.8,7.4,9.3,30,214,15
KIA,SEDONA,AS6,3.3,6,A,X,13.2,9.7,11.6,24,267,13
KIA,SEDONA SX,AS6,3.3,6,A,X,12.9,9.5,11.4,25,262,13
KIA,SEDONA SXL,AS6,3.3,6,A,X,14.2,10.5,12.5,23,288,13
KIA,SORENTO,AS6,2.4,4,A,X,11.8,8.7,10.4,27,239,2
KIA,SORENTO,AS6,3.3,6,A,X,12.7,9,11.1,25,255,2
KIA,SORENTO AWD,AS6,2.4,4,A,X,12.2,9.4,10.9,26,251,2
KIA,SORENTO AWD,AS6,3.3,6,A,X,13.4,10,11.8,24,271,2
KIA,SOUL,AS6,1.6,4,A,X,9.8,7.8,8.9,32,205,8
KIA,SOUL,M6,1.6,4,M,X,9.9,7.8,9,31,207,8
KIA,SOUL,AS6,2,4,A,X,10.1,7.7,9,31,207,8
KIA,SOUL ECO Dynamics,AS6,2,4,A,X,9.7,7.7,8.8,32,202,8
KIA,SPORTAGE,AS6,2.4,4,A,X,11.4,8.3,10,28,230,2
KIA,SPORTAGE,M6,2.4,4,M,X,12.9,9.2,11.3,25,260,2
KIA,SPORTAGE AWD,AS6,2,4,A,X,12.6,9.7,11.3,25,260,2
KIA,SPORTAGE AWD,AS6,2.4,4,A,X,12,9.1,10.7,26,246,2
LAMBORGHINI,AVENTADOR COUPE,AM7,6.5,12,A,Z,22.2,12.7,17.9,16,412,4
LAMBORGHINI,AVENTADOR ROADSTER,AM7,6.5,12,A,Z,24,14.5,19.7,14,453,4
LAMBORGHINI,HURACAN,AM7,5.2,10,A,Z,16.8,11.7,14.5,19,334,4
